F;Aada
M;Aapo
M;Aarne
M;Aaro
M;Aaron
M;Aatos
M;Ahti
F;Aila
F;Aili
M;Aimo
F;Aino
F;Airi
M;Aki
M;Akseli
F;Aleksandra
M;Aleksanteri
M;Aleksi
M;Alexander
F;Alexandra
F;Alina
F;Alisa
M;Allan
F;Amanda
M;Anders
F;Anita
F;Anja
F;Anna
F;Anna-Liisa
F;Anne
F;Anneli
F;Anni
F;Anniina
F;Annika
F;Annikki
F;Annukka
M;Anssi
M;Antero
M;Anton
M;Antti
F;Anu
M;Ari
F;Arja
M;Armas
M;Arto
M;Arttu
M;Artturi
M;Arvo
M;Asko
M;Atte
M;Aukusti
F;Aulikki
M;Aulis
F;Aune
F;Aurora
M;Benjamin
F;Birgitta
F;Carita
M;Christian
F;Christina
M;Daniel
M;Edvard
M;Eelis
M;Eemeli
M;Eemil
M;Eerik
M;Eero
M;Eetu
F;Eeva
F;Eija
F;Eila
M;Einari
M;Eino
M;Elias
F;Eliisa
F;Elina
F;Elisa
F;Elisabet
F;Elisabeth
F;Ella
F;Ellen
F;Elli
M;Elmeri
F;Elsa
M;Emil
F;Emilia
F;Emma
F;Emmi
M;Ensio
M;Erik
F;Erika
M;Erkki
M;Esa
M;Esko
F;Essi
F;Esteri
F;Eveliina
F;Hanna
F;Hannele
M;Hannu
M;Harri
F;Heidi
M;Heikki
F;Helena
F;Heli
F;Helinä
F;Hellevi
F;Helmi
F;Helvi
F;Henna
M;Henri
M;Henrik
M;Henrikki
M;Henry
M;Hermanni
F;Hilkka
F;Hillevi
F;Ida
F;Iida
F;Iiris
M;Iisakki
M;Ilari
M;Ilkka
M;Ilmari
F;Ilona
F;Inkeri
F;Irene
F;Irja
F;Irma
F;Irmeli
M;Ismo
M;Jaakko
F;Jaana
M;Jalmari
M;Jan
M;Jani
M;Janne
M;Jari
M;Jarkko
M;Jarmo
M;Jarno
F;Jasmin
F;Jenna
F;Jenni
M;Jere
M;Jesse
M;Joel
M;Johan
F;Johanna
M;Johannes
M;Joni
F;Jonna
M;Joona
M;Joonas
M;Joonatan
M;Jorma
F;Josefiina
M;Jouko
M;Jouni
M;Juha
M;Juhana
M;Juhani
M;Juho
M;Jukka
F;Julia
M;Julius
M;Jussi
F;Juulia
M;Juuso
M;Jyrki
F;Kaarina
M;Kaarlo
M;Kai
F;Kaija
F;Kaisa
M;Kalervo
M;Kalevi
M;Kalle
M;Kari
M;Karl
F;Karoliina
M;Kasper
F;Katariina
F;Kati
F;Katja
F;Katri
F;Katriina
M;Kauko
M;Keijo
F;Kerttu
M;Kim
M;Kimmo
F;Kirsi
F;Kirsti
F;Krista
M;Kristian
F;Kristiina
F;Kristina
M;Kullervo
M;Kustaa
F;Kyllikki
M;Lasse
M;Lassi
F;Laura
M;Lauri
F;Lea
F;Leena
M;Leevi
F;Leila
M;Leo
F;Liisa
F;Lilja
F;Linda
F;Linnea
F;Lotta
F;Maaria
F;Maarit
F;Maija
F;Maire
F;Margareta
F;Margit
F;Mari
F;Maria
F;Marianne
F;Marika
F;Marita
F;Maritta
F;Marja
F;Marja-Leena
F;Marja-Liisa
F;Marjaana
F;Marjatta
F;Marjo
F;Marjukka
F;Marjut
F;Marketta
M;Markku
M;Marko
M;Markus
F;Martta
M;Martti
M;Matias
F;Matilda
M;Matti
M;Mauno
M;Mauri
F;Merja
F;Mervi
F;Mia
F;Miia
M;Miika
M;Mika
M;Mikael
M;Mikko
F;Milla
F;Minna
F;Mira
F;Mirja
F;Mirjam
F;Mirjami
M;Miro
F;Nea
M;Niilo
F;Niina
M;Niklas
M;Niko
F;Nina
F;Noora
M;Oiva
M;Olavi
M;Oliver
F;Olivia
M;Olli
M;Onni
F;Oona
F;Orvokki
M;Oskar
M;Oskari
M;Osmo
M;Ossi
M;Otto
F;Outi
M;Paavo
M;Pasi
M;Patrik
F;Paula
M;Pauli
F;Pauliina
M;Pekka
M;Pentti
M;Pertti
M;Peter
F;Petra
M;Petri
M;Petteri
F;Pia
F;Piia
F;Pirjo
F;Pirkko
F;Päivi
F;Päivikki
F;Raija
F;Raili
M;Raimo
M;Rainer
M;Rasmus
M;Rauno
M;Reijo
M;Reino
F;Riikka
F;Riitta
M;Riku
M;Risto
F;Ritva
M;Robert
M;Roope
F;Roosa
F;Saara
M;Sakari
M;Sami
M;Samu
M;Samuel
M;Samuli
F;Sanna
F;Sanni
M;Santeri
F;Sara
F;Sari
F;Satu
M;Sebastian
F;Seija
M;Seppo
F;Siiri
M;Simo
F;Sini
F;Sinikka
F;Sirkka
F;Sirpa
F;Sisko
F;Sofia
F;Sonja
F;Susanna
F;Suvi
F;Taina
M;Taisto
M;Taneli
F;Tanja
M;Tapani
M;Tapio
F;Tarja
F;Taru
M;Tauno
M;Teemu
F;Teija
F;Tellervo
F;Terhi
M;Tero
F;Terttu
M;Teuvo
F;Tiia
F;Tiina
M;Timo
M;Toivo
M;Tomi
M;Tommi
M;Toni
M;Topias
F;Tuija
M;Tuomas
M;Tuomo
M;Tuukka
F;Tuula
F;Tuuli
F;Tuulia
F;Tuulikki
F;Ulla
M;Uolevi
M;Valdemar
M;Valtteri
F;Veera
M;Veeti
M;Veijo
M;Veikko
M;Veli
F;Venla
M;Verneri
M;Vesa
F;Viivi
M;Vilhelm
F;Vilhelmiina
M;Vilho
M;Viljami
M;Viljo
M;Ville
F;Vilma
F;Virpi
F;Vuokko
M;Väinö
M;Yrjö
